SeatId,Section,Row,Seat,Zone,PriceTier
178,S1,I,18,Lower,Platinum
179,S1,I,19,Lower,Platinum
180,S1,I,20,Lower,Platinum
181,S1,J,1,Lower,Platinum
182,S1,J,2,Lower,Platinum
183,S1,J,3,Lower,Platinum
184,S1,J,4,Lower,Platinum
185,S1,J,5,Lower,Platinum
186,S1,J,6,Lower,Platinum
187,S1,J,7,Lower,Platinum
188,S1,J,8,Lower,Platinum
189,S1,J,9,Lower,Platinum
190,S1,J,10,Lower,Platinum
191,S1,J,11,Lower,Platinum
192,S1,J,12,Lower,Platinum
193,S1,J,13,Lower,Platinum
194,S1,J,14,Lower,Platinum
195,S1,J,15,Lower,Platinum
196,S1,J,16,Lower,Platinum
197,S1,J,17,Lower,Platinum
198,S1,J,18,Lower,Platinum
199,S1,J,19,Lower,Platinum
200,S1,J,20,Lower,Platinum
201,S1,K,1,Lower,Platinum
202,S1,K,2,Lower,Platinum
203,S1,K,3,Lower,Platinum
204,S1,K,4,Lower,Platinum
205,S1,K,5,Lower,Platinum
206,S1,K,6,Lower,Platinum
207,S1,K,7,Lower,Platinum
208,S1,K,8,Lower,Platinum
209,S1,K,9,Lower,Platinum
210,S1,K,10,Lower,Platinum
211,S1,K,11,Lower,Platinum
212,S1,K,12,Lower,Platinum
213,S1,K,13,Lower,Platinum
214,S1,K,14,Lower,Platinum
215,S1,K,15,Lower,Platinum
216,S1,K,16,Lower,Platinum
217,S1,K,17,Lower,Platinum
218,S1,K,18,Lower,Platinum
219,S1,K,19,Lower,Platinum
220,S1,K,20,Lower,Platinum
221,S1,L,1,Lower,Platinum
222,S1,L,2,Lower,Platinum
223,S1,L,3,Lower,Platinum
224,S1,L,4,Lower,Platinum
225,S1,L,5,Lower,Platinum
226,S1,L,6,Lower,Platinum
227,S1,L,7,Lower,Platinum
228,S1,L,8,Lower,Platinum
229,S1,L,9,Lower,Platinum
230,S1,L,10,Lower,Platinum
231,S1,L,11,Lower,Platinum
232,S1,L,12,Lower,Platinum
233,S1,L,13,Lower,Platinum
234,S1,L,14,Lower,Platinum
235,S1,L,15,Lower,Platinum
236,S1,L,16,Lower,Platinum
237,S1,L,17,Lower,Platinum
238,S1,L,18,Lower,Platinum
239,S1,L,19,Lower,Platinum
240,S1,L,20,Lower,Platinum
241,S1,M,1,Lower,Platinum
242,S1,M,2,Lower,Platinum
243,S1,M,3,Lower,Platinum
244,S1,M,4,Lower,Platinum
245,S1,M,5,Lower,Platinum
246,S1,M,6,Lower,Platinum
247,S1,M,7,Lower,Platinum
248,S1,M,8,Lower,Platinum
249,S1,M,9,Lower,Platinum
250,S1,M,10,Lower,Platinum
251,S1,M,11,Lower,Platinum
252,S1,M,12,Lower,Platinum
253,S1,M,13,Lower,Platinum
254,S1,M,14,Lower,Platinum
255,S1,M,15,Lower,Platinum
256,S1,M,16,Lower,Platinum
257,S1,M,17,Lower,Platinum
258,S1,M,18,Lower,Platinum
259,S1,M,19,Lower,Platinum
260,S1,M,20,Lower,Platinum
261,S1,N,1,Lower,Platinum
262,S1,N,2,Lower,Platinum
263,S1,N,3,Lower,Platinum
264,S1,N,4,Lower,Platinum
265,S1,N,5,Lower,Platinum
266,S1,N,6,Lower,Platinum
267,S1,N,7,Lower,Platinum
268,S1,N,8,Lower,Platinum
269,S1,N,9,Lower,Platinum
270,S1,N,10,Lower,Platinum
271,S1,N,11,Lower,Platinum
272,S1,N,12,Lower,Platinum
273,S1,N,13,Lower,Platinum
274,S1,N,14,Lower,Platinum
275,S1,N,15,Lower,Platinum
276,S1,N,16,Lower,Platinum
277,S1,N,17,Lower,Platinum
278,S1,N,18,Lower,Platinum
279,S1,N,19,Lower,Platinum
280,S1,N,20,Lower,Platinum
281,S1,O,1,Lower,Platinum
282,S1,O,2,Lower,Platinum
283,S1,O,3,Lower,Platinum
284,S1,O,4,Lower,Platinum
285,S1,O,5,Lower,Platinum
286,S1,O,6,Lower,Platinum
287,S1,O,7,Lower,Platinum
288,S1,O,8,Lower,Platinum
289,S1,O,9,Lower,Platinum
290,S1,O,10,Lower,Platinum
291,S1,O,11,Lower,Platinum
292,S1,O,12,Lower,Platinum
293,S1,O,13,Lower,Platinum
294,S1,O,14,Lower,Platinum
295,S1,O,15,Lower,Platinum
296,S1,O,16,Lower,Platinum
297,S1,O,17,Lower,Platinum
298,S1,O,18,Lower,Platinum
299,S1,O,19,Lower,Platinum
300,S1,O,20,Lower,Platinum
301,S1,P,1,Lower,Platinum
302,S1,P,2,Lower,Platinum
303,S1,P,3,Lower,Platinum
304,S1,P,4,Lower,Platinum
305,S1,P,5,Lower,Platinum
306,S1,P,6,Lower,Platinum
307,S1,P,7,Lower,Platinum
308,S1,P,8,Lower,Platinum
309,S1,P,9,Lower,Platinum
310,S1,P,10,Lower,Platinum
311,S1,P,11,Lower,Platinum
312,S1,P,12,Lower,Platinum
313,S1,P,13,Lower,Platinum
314,S1,P,14,Lower,Platinum
315,S1,P,15,Lower,Platinum
316,S1,P,16,Lower,Platinum
317,S1,P,17,Lower,Platinum
318,S1,P,18,Lower,Platinum
319,S1,P,19,Lower,Platinum
320,S1,P,20,Lower,Platinum
321,S2,A,1,Lower,Platinum
322,S2,A,2,Lower,Platinum
323,S2,A,3,Lower,Platinum
324,S2,A,4,Lower,Platinum
325,S2,A,5,Lower,Platinum
326,S2,A,6,Lower,Platinum
327,S2,A,7,Lower,Platinum
328,S2,A,8,Lower,Platinum
329,S2,A,9,Lower,Platinum
330,S2,A,10,Lower,Platinum
331,S2,A,11,Lower,Platinum
332,S2,A,12,Lower,Platinum
333,S2,A,13,Lower,Platinum
334,S2,A,14,Lower,Platinum
335,S2,A,15,Lower,Platinum
336,S2,A,16,Lower,Platinum
337,S2,A,17,Lower,Platinum
338,S2,A,18,Lower,Platinum
339,S2,A,19,Lower,Platinum
340,S2,A,20,Lower,Platinum
341,S2,B,1,Lower,Platinum
342,S2,B,2,Lower,Platinum
343,S2,B,3,Lower,Platinum
344,S2,B,4,Lower,Platinum
345,S2,B,5,Lower,Platinum
346,S2,B,6,Lower,Platinum
347,S2,B,7,Lower,Platinum
348,S2,B,8,Lower,Platinum
349,S2,B,9,Lower,Platinum
350,S2,B,10,Lower,Platinum
351,S2,B,11,Lower,Platinum
352,S2,B,12,Lower,Platinum
353,S2,B,13,Lower,Platinum
354,S2,B,14,Lower,Platinum
355,S2,B,15,Lower,Platinum
356,S2,B,16,Lower,Platinum
357,S2,B,17,Lower,Platinum
358,S2,B,18,Lower,Platinum
359,S2,B,19,Lower,Platinum
360,S2,B,20,Lower,Platinum
361,S2,C,1,Lower,Platinum
362,S2,C,2,Lower,Platinum
363,S2,C,3,Lower,Platinum
364,S2,C,4,Lower,Platinum
365,S2,C,5,Lower,Platinum
366,S2,C,6,Lower,Platinum
367,S2,C,7,Lower,Platinum
368,S2,C,8,Lower,Platinum
369,S2,C,9,Lower,Platinum
370,S2,C,10,Lower,Platinum
371,S2,C,11,Lower,Platinum
372,S2,C,12,Lower,Platinum
373,S2,C,13,Lower,Platinum
374,S2,C,14,Lower,Platinum
375,S2,C,15,Lower,Platinum
376,S2,C,16,Lower,Platinum
377,S2,C,17,Lower,Platinum
378,S2,C,18,Lower,Platinum
379,S2,C,19,Lower,Platinum
380,S2,C,20,Lower,Platinum
381,S2,D,1,Lower,Platinum
382,S2,D,2,Lower,Platinum
383,S2,D,3,Lower,Platinum
384,S2,D,4,Lower,Platinum
385,S2,D,5,Lower,Platinum
386,S2,D,6,Lower,Platinum
387,S2,D,7,Lower,Platinum
388,S2,D,8,Lower,Platinum
389,S2,D,9,Lower,Platinum
390,S2,D,10,Lower,Platinum
391,S2,D,11,Lower,Platinum
392,S2,D,12,Lower,Platinum
393,S2,D,13,Lower,Platinum
394,S2,D,14,Lower,Platinum
395,S2,D,15,Lower,Platinum
396,S2,D,16,Lower,Platinum
397,S2,D,17,Lower,Platinum
398,S2,D,18,Lower,Platinum
399,S2,D,19,Lower,Platinum
400,S2,D,20,Lower,Platinum
401,S2,E,1,Lower,Platinum
402,S2,E,2,Lower,Platinum
403,S2,E,3,Lower,Platinum
404,S2,E,4,Lower,Platinum
405,S2,E,5,Lower,Platinum
406,S2,E,6,Lower,Platinum
407,S2,E,7,Lower,Platinum
408,S2,E,8,Lower,Platinum
409,S2,E,9,Lower,Platinum
410,S2,E,10,Lower,Platinum
411,S2,E,11,Lower,Platinum
412,S2,E,12,Lower,Platinum
413,S2,E,13,Lower,Platinum
414,S2,E,14,Lower,Platinum
415,S2,E,15,Lower,Platinum
416,S2,E,16,Lower,Platinum
417,S2,E,17,Lower,Platinum
418,S2,E,18,Lower,Platinum
419,S2,E,19,Lower,Platinum
420,S2,E,20,Lower,Platinum
421,S2,F,1,Lower,Platinum
422,S2,F,2,Lower,Platinum
423,S2,F,3,Lower,Platinum
424,S2,F,4,Lower,Platinum
425,S2,F,5,Lower,Platinum
426,S2,F,6,Lower,Platinum
427,S2,F,7,Lower,Platinum
428,S2,F,8,Lower,Platinum
429,S2,F,9,Lower,Platinum
430,S2,F,10,Lower,Platinum
431,S2,F,11,Lower,Platinum
432,S2,F,12,Lower,Platinum
433,S2,F,13,Lower,Platinum
434,S2,F,14,Lower,Platinum
435,S2,F,15,Lower,Platinum
436,S2,F,16,Lower,Platinum
437,S2,F,17,Lower,Platinum
438,S2,F,18,Lower,Platinum
439,S2,F,19,Lower,Platinum
440,S2,F,20,Lower,Platinum
441,S2,G,1,Lower,Platinum
442,S2,G,2,Lower,Platinum
443,S2,G,3,Lower,Platinum
444,S2,G,4,Lower,Platinum
445,S2,G,5,Lower,Platinum
446,S2,G,6,Lower,Platinum
447,S2,G,7,Lower,Platinum
448,S2,G,8,Lower,Platinum
449,S2,G,9,Lower,Platinum
450,S2,G,10,Lower,Platinum
451,S2,G,11,Lower,Platinum
452,S2,G,12,Lower,Platinum
453,S2,G,13,Lower,Platinum
454,S2,G,14,Lower,Platinum
455,S2,G,15,Lower,Platinum
456,S2,G,16,Lower,Platinum
457,S2,G,17,Lower,Platinum
458,S2,G,18,Lower,Platinum
459,S2,G,19,Lower,Platinum
460,S2,G,20,Lower,Platinum
461,S2,H,1,Lower,Platinum
462,S2,H,2,Lower,Platinum
463,S2,H,3,Lower,Platinum
464,S2,H,4,Lower,Platinum
465,S2,H,5,Lower,Platinum
466,S2,H,6,Lower,Platinum
467,S2,H,7,Lower,Platinum
468,S2,H,8,Lower,Platinum
469,S2,H,9,Lower,Platinum
470,S2,H,10,Lower,Platinum
471,S2,H,11,Lower,Platinum
472,S2,H,12,Lower,Platinum
473,S2,H,13,Lower,Platinum
474,S2,H,14,Lower,Platinum
475,S2,H,15,Lower,Platinum
476,S2,H,16,Lower,Platinum
477,S2,H,17,Lower,Platinum
478,S2,H,18,Lower,Platinum
479,S2,H,19,Lower,Platinum
480,S2,H,20,Lower,Platinum
481,S2,I,1,Lower,Platinum
482,S2,I,2,Lower,Platinum
483,S2,I,3,Lower,Platinum
484,S2,I,4,Lower,Platinum
485,S2,I,5,Lower,Platinum
486,S2,I,6,Lower,Platinum
487,S2,I,7,Lower,Platinum
488,S2,I,8,Lower,Platinum
489,S2,I,9,Lower,Platinum
490,S2,I,10,Lower,Platinum
491,S2,I,11,Lower,Platinum
492,S2,I,12,Lower,Platinum
493,S2,I,13,Lower,Platinum
494,S2,I,14,Lower,Platinum
495,S2,I,15,Lower,Platinum
496,S2,I,16,Lower,Platinum
497,S2,I,17,Lower,Platinum
498,S2,I,18,Lower,Platinum
499,S2,I,19,Lower,Platinum
500,S2,I,20,Lower,Platinum
501,S2,J,1,Lower,Platinum
502,S2,J,2,Lower,Platinum
503,S2,J,3,Lower,Platinum
504,S2,J,4,Lower,Platinum
505,S2,J,5,Lower,Platinum
506,S2,J,6,Lower,Platinum
507,S2,J,7,Lower,Platinum
508,S2,J,8,Lower,Platinum
509,S2,J,9,Lower,Platinum
510,S2,J,10,Lower,Platinum
511,S2,J,11,Lower,Platinum
512,S2,J,12,Lower,Platinum
513,S2,J,13,Lower,Platinum
514,S2,J,14,Lower,Platinum
515,S2,J,15,Lower,Platinum
516,S2,J,16,Lower,Platinum
517,S2,J,17,Lower,Platinum
518,S2,J,18,Lower,Platinum
519,S2,J,19,Lower,Platinum
520,S2,J,20,Lower,Platinum
521,S2,K,1,Lower,Platinum
522,S2,K,2,Lower,Platinum
523,S2,K,3,Lower,Platinum
524,S2,K,4,Lower,Platinum
525,S2,K,5,Lower,Platinum
526,S2,K,6,Lower,Platinum
527,S2,K,7,Lower,Platinum
528,S2,K,8,Lower,Platinum
529,S2,K,9,Lower,Platinum
530,S2,K,10,Lower,Platinum
531,S2,K,11,Lower,Platinum
532,S2,K,12,Lower,Platinum
533,S2,K,13,Lower,Platinum
534,S2,K,14,Lower,Platinum
535,S2,K,15,Lower,Platinum
536,S2,K,16,Lower,Platinum
537,S2,K,17,Lower,Platinum
538,S2,K,18,Lower,Platinum
539,S2,K,19,Lower,Platinum
540,S2,K,20,Lower,Platinum
541,S2,L,1,Lower,Platinum
542,S2,L,2,Lower,Platinum
543,S2,L,3,Lower,Platinum
544,S2,L,4,Lower,Platinum
545,S2,L,5,Lower,Platinum
546,S2,L,6,Lower,Platinum
547,S2,L,7,Lower,Platinum
548,S2,L,8,Lower,Platinum
549,S2,L,9,Lower,Platinum
550,S2,L,10,Lower,Platinum
551,S2,L,11,Lower,Platinum
552,S2,L,12,Lower,Platinum
553,S2,L,13,Lower,Platinum
554,S2,L,14,Lower,Platinum
555,S2,L,15,Lower,Platinum
556,S2,L,16,Lower,Platinum
557,S2,L,17,Lower,Platinum
558,S2,L,18,Lower,Platinum
559,S2,L,19,Lower,Platinum
560,S2,L,20,Lower,Platinum
561,S2,M,1,Lower,Platinum
562,S2,M,2,Lower,Platinum
563,S2,M,3,Lower,Platinum
564,S2,M,4,Lower,Platinum
565,S2,M,5,Lower,Platinum
566,S2,M,6,Lower,Platinum
567,S2,M,7,Lower,Platinum
568,S2,M,8,Lower,Platinum
569,S2,M,9,Lower,Platinum
570,S2,M,10,Lower,Platinum
571,S2,M,11,Lower,Platinum
572,S2,M,12,Lower,Platinum
573,S2,M,13,Lower,Platinum
574,S2,M,14,Lower,Platinum
575,S2,M,15,Lower,Platinum
576,S2,M,16,Lower,Platinum
577,S2,M,17,Lower,Platinum
578,S2,M,18,Lower,Platinum
579,S2,M,19,Lower,Platinum
580,S2,M,20,Lower,Platinum
581,S2,N,1,Lower,Platinum
582,S2,N,2,Lower,Platinum
583,S2,N,3,Lower,Platinum
584,S2,N,4,Lower,Platinum
585,S2,N,5,Lower,Platinum
586,S2,N,6,Lower,Platinum
587,S2,N,7,Lower,Platinum
588,S2,N,8,Lower,Platinum
589,S2,N,9,Lower,Platinum
590,S2,N,10,Lower,Platinum
591,S2,N,11,Lower,Platinum
592,S2,N,12,Lower,Platinum
593,S2,N,13,Lower,Platinum
594,S2,N,14,Lower,Platinum
595,S2,N,15,Lower,Platinum
596,S2,N,16,Lower,Platinum
597,S2,N,17,Lower,Platinum
598,S2,N,18,Lower,Platinum
599,S2,N,19,Lower,Platinum
600,S2,N,20,Lower,Platinum
601,S2,O,1,Lower,Platinum
602,S2,O,2,Lower,Platinum
603,S2,O,3,Lower,Platinum
604,S2,O,4,Lower,Platinum
605,S2,O,5,Lower,Platinum
606,S2,O,6,Lower,Platinum
607,S2,O,7,Lower,Platinum
608,S2,O,8,Lower,Platinum
609,S2,O,9,Lower,Platinum
610,S2,O,10,Lower,Platinum
611,S2,O,11,Lower,Platinum
612,S2,O,12,Lower,Platinum
613,S2,O,13,Lower,Platinum
614,S2,O,14,Lower,Platinum
615,S2,O,15,Lower,Platinum
616,S2,O,16,Lower,Platinum
617,S2,O,17,Lower,Platinum
618,S2,O,18,Lower,Platinum
619,S2,O,19,Lower,Platinum
620,S2,O,20,Lower,Platinum
621,S2,P,1,Lower,Platinum
622,S2,P,2,Lower,Platinum
623,S2,P,3,Lower,Platinum
624,S2,P,4,Lower,Platinum
625,S2,P,5,Lower,Platinum
626,S2,P,6,Lower,Platinum
627,S2,P,7,Lower,Platinum
628,S2,P,8,Lower,Platinum
629,S2,P,9,Lower,Platinum
630,S2,P,10,Lower,Platinum
631,S2,P,11,Lower,Platinum
632,S2,P,12,Lower,Platinum
633,S2,P,13,Lower,Platinum
634,S2,P,14,Lower,Platinum
635,S2,P,15,Lower,Platinum
636,S2,P,16,Lower,Platinum
637,S2,P,17,Lower,Platinum
638,S2,P,18,Lower,Platinum
639,S2,P,19,Lower,Platinum
640,S2,P,20,Lower,Platinum
641,S3,A,1,Lower,Platinum
642,S3,A,2,Lower,Platinum
643,S3,A,3,Lower,Platinum
644,S3,A,4,Lower,Platinum
645,S3,A,5,Lower,Platinum
646,S3,A,6,Lower,Platinum
647,S3,A,7,Lower,Platinum
648,S3,A,8,Lower,Platinum
649,S3,A,9,Lower,Platinum
650,S3,A,10,Lower,Platinum
651,S3,A,11,Lower,Platinum
652,S3,A,12,Lower,Platinum
653,S3,A,13,Lower,Platinum
654,S3,A,14,Lower,Platinum
655,S3,A,15,Lower,Platinum
656,S3,A,16,Lower,Platinum
657,S3,A,17,Lower,Platinum
658,S3,A,18,Lower,Platinum
659,S3,A,19,Lower,Platinum
660,S3,A,20,Lower,Platinum
661,S3,B,1,Lower,Platinum
662,S3,B,2,Lower,Platinum
663,S3,B,3,Lower,Platinum
664,S3,B,4,Lower,Platinum
665,S3,B,5,Lower,Platinum
666,S3,B,6,Lower,Platinum
667,S3,B,7,Lower,Platinum
668,S3,B,8,Lower,Platinum
669,S3,B,9,Lower,Platinum
670,S3,B,10,Lower,Platinum
671,S3,B,11,Lower,Platinum
672,S3,B,12,Lower,Platinum
673,S3,B,13,Lower,Platinum
674,S3,B,14,Lower,Platinum
675,S3,B,15,Lower,Platinum
676,S3,B,16,Lower,Platinum
677,S3,B,17,Lower,Platinum
678,S3,B,18,Lower,Platinum
679,S3,B,19,Lower,Platinum
680,S3,B,20,Lower,Platinum
681,S3,C,1,Lower,Platinum
682,S3,C,2,Lower,Platinum
683,S3,C,3,Lower,Platinum
684,S3,C,4,Lower,Platinum
685,S3,C,5,Lower,Platinum
686,S3,C,6,Lower,Platinum
687,S3,C,7,Lower,Platinum
688,S3,C,8,Lower,Platinum
689,S3,C,9,Lower,Platinum
690,S3,C,10,Lower,Platinum
691,S3,C,11,Lower,Platinum
692,S3,C,12,Lower,Platinum
693,S3,C,13,Lower,Platinum
694,S3,C,14,Lower,Platinum
695,S3,C,15,Lower,Platinum
696,S3,C,16,Lower,Platinum
697,S3,C,17,Lower,Platinum
698,S3,C,18,Lower,Platinum
699,S3,C,19,Lower,Platinum
700,S3,C,20,Lower,Platinum
701,S3,D,1,Lower,Platinum
702,S3,D,2,Lower,Platinum
703,S3,D,3,Lower,Platinum
704,S3,D,4,Lower,Platinum
705,S3,D,5,Lower,Platinum
706,S3,D,6,Lower,Platinum
707,S3,D,7,Lower,Platinum
708,S3,D,8,Lower,Platinum
709,S3,D,9,Lower,Platinum
710,S3,D,10,Lower,Platinum
711,S3,D,11,Lower,Platinum
712,S3,D,12,Lower,Platinum
713,S3,D,13,Lower,Platinum
714,S3,D,14,Lower,Platinum
715,S3,D,15,Lower,Platinum
716,S3,D,16,Lower,Platinum
717,S3,D,17,Lower,Platinum
718,S3,D,18,Lower,Platinum
719,S3,D,19,Lower,Platinum
720,S3,D,20,Lower,Platinum
721,S3,E,1,Lower,Platinum
722,S3,E,2,Lower,Platinum
723,S3,E,3,Lower,Platinum
724,S3,E,4,Lower,Platinum
725,S3,E,5,Lower,Platinum
726,S3,E,6,Lower,Platinum
727,S3,E,7,Lower,Platinum
728,S3,E,8,Lower,Platinum
729,S3,E,9,Lower,Platinum
730,S3,E,10,Lower,Platinum
731,S3,E,11,Lower,Platinum
732,S3,E,12,Lower,Platinum
733,S3,E,13,Lower,Platinum
734,S3,E,14,Lower,Platinum
735,S3,E,15,Lower,Platinum
736,S3,E,16,Lower,Platinum
737,S3,E,17,Lower,Platinum
738,S3,E,18,Lower,Platinum
739,S3,E,19,Lower,Platinum
740,S3,E,20,Lower,Platinum
741,S3,F,1,Lower,Platinum
742,S3,F,2,Lower,Platinum
743,S3,F,3,Lower,Platinum
744,S3,F,4,Lower,Platinum
745,S3,F,5,Lower,Platinum
746,S3,F,6,Lower,Platinum
747,S3,F,7,Lower,Platinum
748,S3,F,8,Lower,Platinum
749,S3,F,9,Lower,Platinum
750,S3,F,10,Lower,Platinum
751,S3,F,11,Lower,Platinum
752,S3,F,12,Lower,Platinum
753,S3,F,13,Lower,Platinum
754,S3,F,14,Lower,Platinum
755,S3,F,15,Lower,Platinum
756,S3,F,16,Lower,Platinum
757,S3,F,17,Lower,Platinum
758,S3,F,18,Lower,Platinum
759,S3,F,19,Lower,Platinum
760,S3,F,20,Lower,Platinum
761,S3,G,1,Lower,Platinum
762,S3,G,2,Lower,Platinum
763,S3,G,3,Lower,Platinum
764,S3,G,4,Lower,Platinum
765,S3,G,5,Lower,Platinum
766,S3,G,6,Lower,Platinum
767,S3,G,7,Lower,Platinum
768,S3,G,8,Lower,Platinum
769,S3,G,9,Lower,Platinum
770,S3,G,10,Lower,Platinum
771,S3,G,11,Lower,Platinum
772,S3,G,12,Lower,Platinum
773,S3,G,13,Lower,Platinum
774,S3,G,14,Lower,Platinum
775,S3,G,15,Lower,Platinum
