CustomerId,AccountId,Segment,Tenure,Zip,IncomeBand
191,100095,Returning,8,53166,75-100k
192,100096,SeasonHolder,8,51087,100-150k
193,100096,New,0,52484,50-75k
194,100097,Returning,6,52617,100-150k
195,100097,New,0,54880,<50k
196,100098,Returning,7,51310,50-75k
197,100098,Returning,1,53946,150k+
198,100099,Returning,3,53494,<50k
199,100099,SeasonHolder,5,50688,50-75k
200,100100,New,0,54083,100-150k
201,100100,New,0,51088,100-150k
202,100101,Returning,4,54411,<50k
203,100101,SeasonHolder,5,52406,75-100k
204,100102,Returning,6,52081,75-100k
205,100102,New,0,52026,50-75k
206,100103,New,0,51256,75-100k
207,100103,SeasonHolder,10,51542,75-100k
208,100104,New,0,52061,50-75k
209,100104,Returning,4,50823,100-150k
210,100105,SeasonHolder,2,50036,100-150k
211,100105,SeasonHolder,4,53672,75-100k
212,100106,New,0,52405,50-75k
213,100106,New,0,51552,150k+
214,100107,SeasonHolder,10,51590,<50k
215,100107,New,0,51456,100-150k
216,100108,Returning,1,50866,150k+
217,100108,Returning,6,51782,<50k
218,100109,New,0,51158,<50k
219,100109,New,0,52088,<50k
220,100110,Returning,4,50093,75-100k
221,100110,Returning,6,51516,150k+
222,100111,New,0,51666,<50k
223,100111,SeasonHolder,9,53960,<50k
224,100112,Returning,7,54506,50-75k
225,100112,Returning,2,51340,100-150k
226,100113,Returning,7,52320,75-100k
227,100113,Returning,1,52558,150k+
228,100114,SeasonHolder,7,53411,<50k
229,100114,SeasonHolder,6,51615,100-150k
230,100115,Returning,4,50048,100-150k
231,100115,SeasonHolder,7,50930,<50k
232,100116,Returning,6,53775,50-75k
233,100116,New,0,50423,150k+
234,100117,New,0,53249,<50k
235,100117,Returning,6,54132,50-75k
236,100118,New,0,52320,50-75k
237,100118,Returning,2,50891,100-150k
238,100119,Returning,4,52470,50-75k
239,100119,SeasonHolder,1,53954,75-100k
240,100120,New,0,53177,<50k
241,100120,SeasonHolder,10,51312,50-75k
242,100121,Returning,10,51606,100-150k
243,100121,New,0,51786,<50k
244,100122,New,0,54242,50-75k
245,100122,New,0,51008,50-75k
246,100123,New,0,51577,<50k
247,100123,SeasonHolder,1,52655,<50k
248,100124,New,0,53733,150k+
249,100124,SeasonHolder,5,53441,75-100k
250,100125,Returning,7,53188,75-100k
251,100125,Returning,8,51464,<50k
252,100126,New,0,54009,100-150k
253,100126,New,0,53754,50-75k
254,100127,SeasonHolder,7,50877,<50k
255,100127,New,0,53527,75-100k
256,100128,New,0,53620,150k+
257,100128,Returning,1,50333,50-75k
258,100129,New,0,52570,150k+
259,100129,New,0,54128,100-150k
260,100130,Returning,3,50211,<50k
261,100130,SeasonHolder,2,51586,50-75k
262,100131,SeasonHolder,8,52358,50-75k
263,100131,Returning,4,50536,75-100k
264,100132,Returning,5,51300,75-100k
265,100132,SeasonHolder,5,53738,50-75k
266,100133,New,0,53933,50-75k
267,100133,Returning,10,54145,50-75k
268,100134,New,0,50301,50-75k
269,100134,New,0,51320,75-100k
270,100135,Returning,7,51382,75-100k
271,100135,New,0,54347,<50k
272,100136,Returning,6,53711,150k+
273,100136,Returning,2,52064,150k+
274,100137,Returning,7,53043,75-100k
275,100137,New,0,53022,150k+
276,100138,New,0,52710,<50k
277,100138,Returning,3,50395,75-100k
278,100139,SeasonHolder,5,52540,150k+
279,100139,SeasonHolder,6,50014,<50k
280,100140,New,0,52383,150k+
281,100140,Returning,7,54199,75-100k
282,100141,SeasonHolder,3,54000,50-75k
283,100141,Returning,1,50182,<50k
284,100142,New,0,52907,75-100k
285,100142,New,0,52925,150k+
286,100143,New,0,54780,75-100k
287,100143,Returning,4,53000,150k+
288,100144,SeasonHolder,3,51103,<50k
289,100144,SeasonHolder,4,51223,100-150k
290,100145,New,0,51185,75-100k
291,100145,Returning,5,50094,<50k
292,100146,Returning,9,52869,150k+
293,100146,Returning,8,54930,150k+
294,100147,Returning,4,51352,<50k
295,100147,New,0,54354,<50k
296,100148,Returning,4,51304,<50k
297,100148,SeasonHolder,2,50101,150k+
298,100149,Returning,4,51165,100-150k
299,100149,New,0,54981,150k+
300,100150,Returning,7,51430,150k+
301,100150,New,0,52459,<50k
302,100151,SeasonHolder,8,54410,<50k
303,100151,New,0,53577,100-150k
304,100152,New,0,53706,50-75k
305,100152,New,0,50862,75-100k
306,100153,New,0,50317,<50k
307,100153,New,0,52156,<50k
308,100154,New,0,54536,100-150k
309,100154,Returning,9,52173,75-100k
310,100155,Returning,4,50699,150k+
311,100155,New,0,52132,50-75k
312,100156,SeasonHolder,4,51304,75-100k
313,100156,New,0,53184,75-100k
314,100157,Returning,7,54393,100-150k
315,100157,Returning,9,50052,<50k
316,100158,Returning,4,54672,75-100k
317,100158,SeasonHolder,7,54795,<50k
318,100159,Returning,3,51184,<50k
319,100159,New,0,50873,150k+
320,100160,SeasonHolder,6,51161,<50k
321,100160,New,0,51133,<50k
322,100161,Returning,1,50538,150k+
323,100161,SeasonHolder,4,54373,<50k
324,100162,SeasonHolder,7,50877,50-75k
325,100162,New,0,50917,<50k
326,100163,New,0,50716,75-100k
327,100163,Returning,3,50801,50-75k
328,100164,New,0,52756,100-150k
329,100164,New,0,52874,75-100k
330,100165,SeasonHolder,1,53014,75-100k
331,100165,SeasonHolder,10,54126,100-150k
332,100166,SeasonHolder,10,50253,100-150k
333,100166,New,0,54248,<50k
334,100167,New,0,50394,150k+
335,100167,Returning,2,54706,75-100k
336,100168,New,0,50010,150k+
337,100168,New,0,50442,<50k
338,100169,New,0,50783,100-150k
339,100169,Returning,3,54051,150k+
340,100170,New,0,54220,75-100k
341,100170,Returning,3,52324,50-75k
342,100171,SeasonHolder,4,54082,50-75k
343,100171,New,0,50662,100-150k
344,100172,SeasonHolder,9,50856,75-100k
345,100172,New,0,53287,100-150k
346,100173,SeasonHolder,2,53458,<50k
347,100173,New,0,52483,75-100k
348,100174,Returning,9,54105,50-75k
349,100174,New,0,51913,100-150k
350,100175,New,0,54866,150k+
351,100175,Returning,6,54764,75-100k
352,100176,Returning,8,54536,75-100k
353,100176,New,0,53594,75-100k
354,100177,Returning,3,52736,100-150k
355,100177,Returning,4,54159,50-75k
356,100178,New,0,51266,50-75k
357,100178,SeasonHolder,6,54938,150k+
358,100179,New,0,51935,75-100k
359,100179,SeasonHolder,5,50833,50-75k
360,100180,SeasonHolder,2,51600,100-150k
361,100180,New,0,51215,75-100k
362,100181,Returning,7,52243,50-75k
363,100181,New,0,50875,75-100k
364,100182,New,0,53181,100-150k
365,100182,New,0,53268,100-150k
366,100183,Returning,9,52426,100-150k
367,100183,New,0,52107,150k+
368,100184,Returning,1,51984,100-150k
369,100184,Returning,10,53450,50-75k
370,100185,Returning,10,51872,50-75k
371,100185,Returning,8,53543,75-100k
372,100186,New,0,50801,100-150k
373,100186,New,0,53277,50-75k
374,100187,New,0,53469,100-150k
375,100187,Returning,10,53353,150k+
376,100188,Returning,3,52687,<50k
377,100188,New,0,54012,<50k
378,100189,New,0,54451,50-75k
379,100189,New,0,51636,150k+
380,100190,New,0,54706,100-150k
381,100190,Returning,8,54195,<50k
382,100191,Returning,6,54273,75-100k
383,100191,Returning,8,51721,50-75k
384,100192,New,0,51002,150k+
385,100192,New,0,50463,75-100k
386,100193,New,0,53274,<50k
387,100193,New,0,53429,100-150k
388,100194,Returning,6,54752,75-100k
389,100194,New,0,52486,100-150k
390,100195,SeasonHolder,9,51793,100-150k
391,100195,Returning,3,51059,<50k
392,100196,SeasonHolder,4,53843,150k+
393,100196,Returning,3,52892,100-150k
394,100197,Returning,5,54491,50-75k
395,100197,SeasonHolder,8,52906,50-75k
396,100198,New,0,53081,75-100k
397,100198,SeasonHolder,3,53945,<50k
398,100199,SeasonHolder,5,52932,50-75k
399,100199,Returning,6,53928,100-150k
400,100200,Returning,2,52969,50-75k
401,100200,SeasonHolder,7,50467,<50k
402,100201,SeasonHolder,6,51150,150k+
403,100201,SeasonHolder,10,50122,<50k
404,100202,New,0,50589,75-100k
405,100202,New,0,50831,150k+
406,100203,New,0,51913,50-75k
407,100203,SeasonHolder,6,51250,50-75k
408,100204,SeasonHolder,9,51375,150k+
409,100204,SeasonHolder,10,50740,150k+
410,100205,SeasonHolder,5,51616,100-150k
411,100205,Returning,9,50644,100-150k
412,100206,Returning,2,54547,<50k
413,100206,New,0,51918,50-75k
414,100207,Returning,9,50478,100-150k
415,100207,Returning,3,54025,50-75k
416,100208,Returning,9,54911,<50k
417,100208,New,0,52627,100-150k
418,100209,Returning,8,52431,100-150k
419,100209,New,0,53430,<50k
420,100210,New,0,52952,<50k
421,100210,New,0,50375,75-100k
422,100211,SeasonHolder,2,54183,100-150k
423,100211,Returning,3,50277,50-75k
424,100212,Returning,3,52773,<50k
425,100212,SeasonHolder,6,52796,100-150k
426,100213,SeasonHolder,9,51726,75-100k
427,100213,Returning,7,52060,150k+
428,100214,New,0,52368,75-100k
429,100214,New,0,54044,100-150k
430,100215,New,0,52225,150k+
431,100215,New,0,51667,100-150k
432,100216,SeasonHolder,6,51575,75-100k
433,100216,Returning,3,54804,<50k
434,100217,SeasonHolder,1,53267,150k+
435,100217,SeasonHolder,9,54702,<50k
436,100218,New,0,50888,<50k
437,100218,New,0,53891,150k+
438,100219,SeasonHolder,1,54102,150k+
439,100219,Returning,10,51204,150k+
440,100220,SeasonHolder,2,51740,<50k
441,100220,Returning,8,51424,<50k
442,100221,Returning,1,53453,<50k
443,100221,SeasonHolder,1,53021,50-75k
444,100222,SeasonHolder,9,52113,75-100k
445,100222,New,0,50280,75-100k
446,100223,New,0,54639,150k+
447,100223,SeasonHolder,1,54077,150k+
448,100224,Returning,2,53449,150k+
449,100224,Returning,7,53657,<50k
450,100225,New,0,53171,150k+
451,100225,Returning,3,53894,100-150k
452,100226,Returning,2,53868,50-75k
453,100226,SeasonHolder,1,53497,<50k
454,100227,New,0,50996,<50k
455,100227,New,0,50994,50-75k
456,100228,Returning,5,54661,50-75k
457,100228,Returning,3,50410,75-100k
458,100229,SeasonHolder,3,50690,75-100k
459,100229,Returning,8,53773,75-100k
460,100230,SeasonHolder,1,50261,<50k
461,100230,New,0,50652,100-150k
462,100231,New,0,54916,50-75k
463,100231,SeasonHolder,8,54988,<50k
464,100232,New,0,54710,100-150k
465,100232,Returning,3,51187,<50k
466,100233,New,0,51343,100-150k
467,100233,Returning,8,52228,150k+
468,100234,New,0,52292,<50k
469,100234,Returning,10,52720,150k+
470,100235,Returning,1,51237,150k+
471,100235,SeasonHolder,10,53510,50-75k
472,100236,New,0,53081,150k+
473,100236,SeasonHolder,4,53696,75-100k
474,100237,Returning,6,52154,75-100k
475,100237,Returning,10,50346,75-100k
476,100238,SeasonHolder,10,51204,75-100k
477,100238,SeasonHolder,9,54095,75-100k
478,100239,Returning,9,54535,100-150k
479,100239,SeasonHolder,4,51917,75-100k
480,100240,Returning,7,53811,50-75k
481,100240,SeasonHolder,10,50076,100-150k
482,100241,Returning,2,54392,75-100k
483,100241,SeasonHolder,4,53261,150k+
484,100242,Returning,5,54275,75-100k
485,100242,Returning,10,51653,50-75k
486,100243,New,0,50755,50-75k
487,100243,SeasonHolder,5,52972,150k+
488,100244,Returning,7,54237,50-75k
489,100244,New,0,54040,75-100k
490,100245,SeasonHolder,6,53796,<50k
491,100245,New,0,54892,<50k
492,100246,New,0,54255,150k+
493,100246,New,0,50275,50-75k
494,100247,SeasonHolder,10,53983,150k+
495,100247,Returning,5,52292,100-150k
496,100248,New,0,53660,150k+
497,100248,SeasonHolder,3,52080,<50k
498,100249,New,0,51480,100-150k
499,100249,New,0,50417,<50k
500,100250,Returning,8,53988,<50k
501,100250,SeasonHolder,7,50982,<50k
502,100251,New,0,54624,50-75k
503,100251,Returning,9,53220,50-75k
504,100252,Returning,3,53038,50-75k
505,100252,SeasonHolder,4,51410,<50k
506,100253,SeasonHolder,6,50485,150k+
507,100253,SeasonHolder,1,52112,150k+
508,100254,Returning,8,50456,<50k
509,100254,New,0,50047,50-75k
510,100255,Returning,5,54831,150k+
511,100255,Returning,2,53856,75-100k
512,100256,New,0,53195,<50k
513,100256,New,0,53110,50-75k
514,100257,Returning,3,50103,100-150k
515,100257,Returning,4,50295,50-75k
516,100258,SeasonHolder,4,50637,150k+
517,100258,SeasonHolder,3,53663,<50k
518,100259,SeasonHolder,7,50178,<50k
519,100259,Returning,6,52642,50-75k
520,100260,Returning,6,51169,75-100k
521,100260,New,0,50464,50-75k
522,100261,Returning,9,51185,100-150k
523,100261,SeasonHolder,5,53426,100-150k
524,100262,New,0,50208,75-100k
525,100262,Returning,5,52740,50-75k
526,100263,New,0,50894,75-100k
527,100263,Returning,8,50935,50-75k
528,100264,SeasonHolder,1,51729,150k+
529,100264,Returning,5,50976,75-100k
530,100265,SeasonHolder,6,53539,75-100k
531,100265,SeasonHolder,4,50799,100-150k
532,100266,New,0,51328,<50k
533,100266,SeasonHolder,5,51182,<50k
534,100267,Returning,9,52792,150k+
535,100267,New,0,50015,150k+
536,100268,New,0,52949,100-150k
537,100268,New,0,53350,50-75k
538,100269,New,0,51480,50-75k
539,100269,SeasonHolder,9,51887,50-75k
540,100270,New,0,50649,<50k
541,100270,SeasonHolder,8,52243,50-75k
542,100271,New,0,51574,150k+
543,100271,New,0,50082,<50k
544,100272,Returning,9,53343,<50k
545,100272,Returning,6,52746,75-100k
546,100273,SeasonHolder,8,50739,<50k
547,100273,Returning,8,51091,75-100k
548,100274,New,0,54613,75-100k
549,100274,New,0,53040,150k+
550,100275,Returning,1,52917,150k+
551,100275,SeasonHolder,9,50584,<50k
552,100276,New,0,52004,75-100k
553,100276,SeasonHolder,7,54721,<50k
554,100277,New,0,50882,100-150k
555,100277,Returning,1,54345,150k+
556,100278,New,0,51995,<50k
557,100278,New,0,51494,50-75k
558,100279,New,0,52051,150k+
559,100279,SeasonHolder,1,50159,<50k
560,100280,SeasonHolder,4,52141,<50k
561,100280,SeasonHolder,10,53800,150k+
562,100281,New,0,53638,<50k
563,100281,New,0,50769,50-75k
564,100282,New,0,51008,100-150k
565,100282,Returning,9,52290,<50k
566,100283,New,0,53323,50-75k
567,100283,Returning,4,51859,50-75k
568,100284,Returning,8,53249,50-75k
569,100284,SeasonHolder,1,53184,100-150k
570,100285,Returning,10,54305,<50k
571,100285,New,0,50425,75-100k
572,100286,New,0,51969,75-100k
573,100286,Returning,10,52626,100-150k
574,100287,SeasonHolder,1,52661,150k+
575,100287,New,0,52895,50-75k
576,100288,SeasonHolder,1,52985,<50k
577,100288,Returning,2,52657,100-150k
578,100289,New,0,50170,50-75k
579,100289,New,0,53252,100-150k
580,100290,Returning,1,50281,150k+
581,100290,New,0,52239,150k+
582,100291,SeasonHolder,1,50823,75-100k
583,100291,New,0,50111,100-150k
584,100292,New,0,50322,75-100k
585,100292,New,0,52847,50-75k
586,100293,New,0,54868,150k+
587,100293,SeasonHolder,2,53820,150k+
588,100294,Returning,3,53604,<50k
589,100294,Returning,5,53330,150k+
590,100295,New,0,51993,<50k
591,100295,Returning,5,53720,150k+
592,100296,Returning,4,53167,50-75k
593,100296,Returning,6,53775,150k+
594,100297,New,0,53914,100-150k
595,100297,SeasonHolder,1,51984,75-100k
596,100298,New,0,54197,150k+
597,100298,New,0,54797,100-150k
598,100299,New,0,52888,50-75k
599,100299,SeasonHolder,4,52653,150k+
600,100300,New,0,52211,75-100k
601,100300,SeasonHolder,4,52420,<50k
602,100301,SeasonHolder,3,54514,<50k
603,100301,Returning,6,53604,<50k
604,100302,Returning,8,52900,<50k
605,100302,Returning,3,53414,75-100k
606,100303,Returning,3,51658,150k+
607,100303,Returning,5,54241,<50k
608,100304,Returning,8,52201,50-75k
609,100304,Returning,2,50035,100-150k
610,100305,SeasonHolder,10,50962,100-150k
611,100305,New,0,54685,50-75k
612,100306,Returning,5,54975,<50k
613,100306,New,0,53705,100-150k
614,100307,New,0,52888,75-100k
615,100307,New,0,54309,150k+
616,100308,Returning,6,50055,100-150k
617,100308,New,0,52457,50-75k
618,100309,Returning,3,53568,150k+
619,100309,New,0,51900,<50k
620,100310,SeasonHolder,6,52653,150k+
621,100310,SeasonHolder,6,51673,100-150k
622,100311,SeasonHolder,1,50209,<50k
623,100311,New,0,54074,75-100k
624,100312,SeasonHolder,5,54411,150k+
625,100312,SeasonHolder,9,54237,100-150k
626,100313,New,0,52930,<50k
627,100313,Returning,6,53711,<50k
628,100314,Returning,9,51878,<50k
629,100314,Returning,9,53284,150k+
630,100315,SeasonHolder,3,51541,100-150k
631,100315,Returning,8,54812,75-100k
632,100316,Returning,2,51398,75-100k
633,100316,New,0,50615,75-100k
634,100317,Returning,2,52415,75-100k
635,100317,SeasonHolder,9,53447,50-75k
636,100318,Returning,9,51702,150k+
637,100318,SeasonHolder,7,51494,<50k
638,100319,Returning,10,50873,75-100k
639,100319,Returning,1,53370,<50k
640,100320,SeasonHolder,5,54529,<50k
641,100320,SeasonHolder,7,50806,150k+
642,100321,New,0,50241,50-75k
643,100321,New,0,54532,150k+
644,100322,New,0,54353,150k+
645,100322,SeasonHolder,10,51626,100-150k
646,100323,Returning,3,51284,150k+
647,100323,SeasonHolder,2,50237,<50k
648,100324,New,0,54280,100-150k
649,100324,SeasonHolder,10,53527,<50k
650,100325,Returning,10,52644,50-75k
651,100325,Returning,6,52256,50-75k
652,100326,New,0,50814,150k+
653,100326,New,0,51570,100-150k
654,100327,Returning,1,50447,50-75k
655,100327,SeasonHolder,10,50359,100-150k
656,100328,New,0,51952,50-75k
657,100328,New,0,51305,150k+
658,100329,SeasonHolder,6,50050,100-150k
659,100329,New,0,54936,75-100k
660,100330,SeasonHolder,8,50553,50-75k
661,100330,Returning,10,51813,100-150k
662,100331,New,0,53968,<50k
663,100331,SeasonHolder,4,50716,50-75k
664,100332,New,0,53104,50-75k
665,100332,New,0,52381,100-150k
666,100333,Returning,2,52744,150k+
667,100333,SeasonHolder,6,53302,<50k
668,100334,SeasonHolder,7,52877,150k+
669,100334,New,0,51566,100-150k
670,100335,New,0,51942,100-150k
671,100335,New,0,50207,75-100k
672,100336,SeasonHolder,4,51063,<50k
673,100336,New,0,54463,50-75k
674,100337,Returning,8,51967,50-75k
675,100337,New,0,51773,100-150k
676,100338,New,0,54757,50-75k
677,100338,New,0,53899,150k+
678,100339,New,0,53708,50-75k
679,100339,SeasonHolder,5,54882,100-150k
680,100340,Returning,6,54379,50-75k
681,100340,Returning,9,51741,50-75k
682,100341,SeasonHolder,2,54202,<50k
683,100341,Returning,5,53152,<50k
684,100342,Returning,10,51188,75-100k
685,100342,New,0,50704,50-75k
686,100343,SeasonHolder,4,52629,50-75k
687,100343,Returning,2,50557,150k+
688,100344,SeasonHolder,9,52432,50-75k
689,100344,New,0,52549,<50k
690,100345,New,0,51033,100-150k
691,100345,New,0,53304,100-150k
692,100346,SeasonHolder,3,52265,50-75k
693,100346,New,0,52878,100-150k
694,100347,New,0,53789,50-75k
695,100347,SeasonHolder,7,52884,<50k
696,100348,New,0,50943,75-100k
697,100348,SeasonHolder,4,50331,100-150k
698,100349,New,0,51327,100-150k
699,100349,New,0,52482,50-75k
700,100350,New,0,50321,150k+
701,100350,New,0,51471,150k+
702,100351,SeasonHolder,10,54078,150k+
703,100351,New,0,53562,150k+
704,100352,New,0,50007,<50k
705,100352,SeasonHolder,5,50351,150k+
706,100353,Returning,1,52002,<50k
707,100353,New,0,52609,50-75k
708,100354,SeasonHolder,6,50705,100-150k
709,100354,Returning,7,51808,75-100k
710,100355,Returning,6,53473,100-150k
711,100355,SeasonHolder,9,53709,150k+
712,100356,New,0,51687,100-150k
713,100356,Returning,3,54010,50-75k
714,100357,New,0,54580,75-100k
715,100357,New,0,51340,50-75k
716,100358,Returning,4,50486,50-75k
717,100358,New,0,53372,<50k
718,100359,New,0,52544,50-75k
719,100359,New,0,53984,100-150k
720,100360,New,0,51980,<50k
721,100360,Returning,8,51090,75-100k
722,100361,Returning,3,51162,150k+
723,100361,Returning,6,50966,150k+
724,100362,Returning,3,51268,150k+
725,100362,SeasonHolder,7,51690,<50k
726,100363,Returning,1,52953,100-150k
727,100363,New,0,50494,75-100k
728,100364,New,0,50905,75-100k
729,100364,Returning,2,51321,75-100k
730,100365,Returning,10,52973,75-100k
731,100365,New,0,50588,<50k
732,100366,New,0,53977,<50k
733,100366,Returning,6,54617,75-100k
734,100367,New,0,54004,100-150k
735,100367,Returning,9,52636,<50k
736,100368,New,0,50745,75-100k
737,100368,Returning,5,52015,<50k
738,100369,New,0,50226,<50k
739,100369,SeasonHolder,3,52427,75-100k
740,100370,New,0,54304,50-75k
