CustomerId,AccountId,PlanId,Season,PriorSpend,RenewedFlag,RenewalDate,RenewalAmount
323,100161,4,2024-25,2557.89,1,2024-08-01,2634.63
324,100162,3,2023-24,3387.06,1,2023-08-01,3488.67
324,100162,4,2024-25,1858.67,1,2024-08-01,1914.43
330,100165,3,2023-24,4263.12,1,2023-08-01,4391.01
330,100165,2,2024-25,1063.38,1,2024-08-01,1095.28
331,100165,4,2023-24,4728.89,1,2023-08-01,4870.76
331,100165,4,2024-25,4128.21,1,2024-08-01,4252.06
332,100166,4,2023-24,5295.55,1,2023-08-01,5454.42
332,100166,2,2024-25,1485.55,1,2024-08-01,1530.12
342,100171,4,2023-24,5541.94,1,2023-08-01,5708.2
342,100171,3,2024-25,3870.22,1,2024-08-01,3986.33
344,100172,4,2023-24,5858.85,1,2023-08-01,6034.62
344,100172,2,2024-25,2332.42,1,2024-08-01,2402.39
346,100173,4,2023-24,1692.16,1,2023-08-01,1742.92
346,100173,3,2024-25,4654.96,1,2024-08-01,4794.61
357,100178,3,2023-24,5747.64,1,2023-08-01,5920.07
357,100178,4,2024-25,5134.03,1,2024-08-01,5288.05
359,100179,4,2023-24,3762.5,1,2023-08-01,3875.38
359,100179,2,2024-25,3655.98,1,2024-08-01,3765.66
360,100180,2,2023-24,4890.35,1,2023-08-01,5037.06
360,100180,2,2024-25,3218.22,1,2024-08-01,3314.77
390,100195,2,2023-24,4551.02,1,2023-08-01,4687.55
390,100195,3,2024-25,5748.87,0,2024-08-01,0.0
392,100196,3,2023-24,1329.49,1,2023-08-01,1369.37
392,100196,2,2024-25,4373.89,1,2024-08-01,4505.11
395,100197,2,2023-24,3424.28,1,2023-08-01,3527.01
395,100197,3,2024-25,4700.87,1,2024-08-01,4841.9
397,100198,2,2023-24,4731.92,1,2023-08-01,4873.88
397,100198,3,2024-25,3446.72,1,2024-08-01,3550.12
398,100199,3,2023-24,1697.26,0,2023-08-01,0.0
398,100199,3,2024-25,2156.23,0,2024-08-01,0.0
401,100200,3,2023-24,4724.14,1,2023-08-01,4865.86
401,100200,4,2024-25,2065.89,1,2024-08-01,2127.87
402,100201,3,2023-24,927.51,1,2023-08-01,955.34
402,100201,3,2024-25,834.02,1,2024-08-01,859.04
403,100201,4,2023-24,4187.85,0,2023-08-01,0.0
403,100201,3,2024-25,1955.48,0,2024-08-01,0.0
407,100203,3,2023-24,5439.88,1,2023-08-01,5603.08
407,100203,3,2024-25,1071.04,0,2024-08-01,0.0
408,100204,3,2023-24,3107.57,1,2023-08-01,3200.8
408,100204,3,2024-25,5318.58,1,2024-08-01,5478.14
409,100204,4,2023-24,5855.34,1,2023-08-01,6031.0
409,100204,2,2024-25,1369.48,1,2024-08-01,1410.56
410,100205,3,2023-24,2730.2,0,2023-08-01,0.0
410,100205,2,2024-25,3833.75,1,2024-08-01,3948.76
422,100211,2,2023-24,4802.49,1,2023-08-01,4946.56
422,100211,4,2024-25,641.54,1,2024-08-01,660.79
425,100212,2,2023-24,4856.22,1,2023-08-01,5001.91
425,100212,3,2024-25,3448.59,1,2024-08-01,3552.05
426,100213,3,2023-24,1418.64,1,2023-08-01,1461.2
426,100213,3,2024-25,1279.4,0,2024-08-01,0.0
432,100216,2,2023-24,768.33,1,2023-08-01,791.38
432,100216,4,2024-25,2353.01,0,2024-08-01,0.0
434,100217,2,2023-24,3696.64,1,2023-08-01,3807.54
434,100217,2,2024-25,3376.16,0,2024-08-01,0.0
435,100217,3,2023-24,2308.35,0,2023-08-01,0.0
435,100217,4,2024-25,1785.99,1,2024-08-01,1839.57
438,100219,3,2023-24,3156.45,1,2023-08-01,3251.14
438,100219,2,2024-25,2899.33,0,2024-08-01,0.0
440,100220,3,2023-24,3267.28,1,2023-08-01,3365.3
440,100220,3,2024-25,2667.36,1,2024-08-01,2747.38
443,100221,3,2023-24,1448.01,1,2023-08-01,1491.45
443,100221,2,2024-25,5971.58,1,2024-08-01,6150.73
444,100222,4,2023-24,4745.51,1,2023-08-01,4887.88
444,100222,4,2024-25,5583.01,1,2024-08-01,5750.5
447,100223,3,2023-24,3791.07,1,2023-08-01,3904.8
447,100223,2,2024-25,1114.32,1,2024-08-01,1147.75
453,100226,3,2023-24,1554.53,1,2023-08-01,1601.17
453,100226,2,2024-25,4523.27,0,2024-08-01,0.0
458,100229,3,2023-24,3037.86,0,2023-08-01,0.0
458,100229,2,2024-25,1853.51,1,2024-08-01,1909.12
460,100230,4,2023-24,5802.76,0,2023-08-01,0.0
460,100230,3,2024-25,1173.93,1,2024-08-01,1209.15
463,100231,2,2023-24,656.87,1,2023-08-01,676.58
463,100231,2,2024-25,5436.06,1,2024-08-01,5599.14
471,100235,4,2023-24,2821.0,1,2023-08-01,2905.63
471,100235,4,2024-25,5596.41,0,2024-08-01,0.0
473,100236,3,2023-24,2475.71,1,2023-08-01,2549.98
473,100236,4,2024-25,5193.78,1,2024-08-01,5349.59
476,100238,2,2023-24,5541.82,1,2023-08-01,5708.07
476,100238,2,2024-25,4789.75,0,2024-08-01,0.0
477,100238,2,2023-24,1225.39,1,2023-08-01,1262.15
477,100238,4,2024-25,4379.16,1,2024-08-01,4510.53
479,100239,4,2023-24,4191.72,1,2023-08-01,4317.47
479,100239,2,2024-25,2283.99,1,2024-08-01,2352.51
481,100240,2,2023-24,5235.05,1,2023-08-01,5392.1
481,100240,3,2024-25,5673.92,1,2024-08-01,5844.14
483,100241,4,2023-24,3990.75,0,2023-08-01,0.0
483,100241,2,2024-25,2952.62,1,2024-08-01,3041.2
487,100243,4,2023-24,5149.15,1,2023-08-01,5303.62
487,100243,3,2024-25,1073.27,0,2024-08-01,0.0
490,100245,4,2023-24,3113.89,1,2023-08-01,3207.31
490,100245,3,2024-25,3112.51,1,2024-08-01,3205.89
494,100247,4,2023-24,5741.24,1,2023-08-01,5913.48
494,100247,4,2024-25,2487.64,1,2024-08-01,2562.27
497,100248,4,2023-24,2961.58,1,2023-08-01,3050.43
497,100248,4,2024-25,3551.57,0,2024-08-01,0.0
501,100250,3,2023-24,5959.65,1,2023-08-01,6138.44
501,100250,3,2024-25,1533.6,0,2024-08-01,0.0
505,100252,2,2023-24,2816.48,1,2023-08-01,2900.97
505,100252,2,2024-25,4928.18,1,2024-08-01,5076.03
506,100253,4,2023-24,3763.63,0,2023-08-01,0.0
506,100253,3,2024-25,5842.12,1,2024-08-01,6017.38
507,100253,3,2023-24,1749.37,1,2023-08-01,1801.85
507,100253,3,2024-25,4437.52,1,2024-08-01,4570.65
516,100258,4,2023-24,5716.55,1,2023-08-01,5888.05
516,100258,4,2024-25,4404.09,1,2024-08-01,4536.21
517,100258,4,2023-24,4931.96,1,2023-08-01,5079.92
517,100258,4,2024-25,1444.39,1,2024-08-01,1487.72
518,100259,2,2023-24,1359.42,0,2023-08-01,0.0
518,100259,4,2024-25,3933.52,0,2024-08-01,0.0
523,100261,4,2023-24,2506.11,0,2023-08-01,0.0
523,100261,4,2024-25,4211.33,1,2024-08-01,4337.67
528,100264,4,2023-24,3696.86,1,2023-08-01,3807.77
528,100264,3,2024-25,2290.08,0,2024-08-01,0.0
530,100265,3,2023-24,4664.35,0,2023-08-01,0.0
530,100265,3,2024-25,5157.72,1,2024-08-01,5312.45
531,100265,4,2023-24,1395.63,0,2023-08-01,0.0
531,100265,3,2024-25,2603.51,1,2024-08-01,2681.62
533,100266,3,2023-24,5494.24,0,2023-08-01,0.0
533,100266,4,2024-25,4591.4,0,2024-08-01,0.0
539,100269,3,2023-24,4677.5,1,2023-08-01,4817.82
539,100269,3,2024-25,1534.67,1,2024-08-01,1580.71
541,100270,2,2023-24,3795.26,1,2023-08-01,3909.12
541,100270,2,2024-25,1404.82,0,2024-08-01,0.0
546,100273,2,2023-24,763.87,0,2023-08-01,0.0
546,100273,4,2024-25,3468.9,1,2024-08-01,3572.97
551,100275,3,2023-24,5956.26,1,2023-08-01,6134.95
551,100275,4,2024-25,811.85,1,2024-08-01,836.21
553,100276,3,2023-24,1758.67,0,2023-08-01,0.0
553,100276,3,2024-25,3789.13,0,2024-08-01,0.0
559,100279,3,2023-24,1239.42,1,2023-08-01,1276.6
559,100279,3,2024-25,5751.23,1,2024-08-01,5923.77
560,100280,4,2023-24,2370.01,1,2023-08-01,2441.11
560,100280,4,2024-25,1126.9,1,2024-08-01,1160.71
561,100280,4,2023-24,5326.92,1,2023-08-01,5486.73
561,100280,2,2024-25,2679.36,1,2024-08-01,2759.74
569,100284,4,2023-24,3333.57,1,2023-08-01,3433.58
569,100284,3,2024-25,3751.58,1,2024-08-01,3864.13
574,100287,4,2023-24,949.66,1,2023-08-01,978.15
574,100287,4,2024-25,1209.78,1,2024-08-01,1246.07
576,100288,2,2023-24,4155.18,0,2023-08-01,0.0
576,100288,3,2024-25,2091.02,1,2024-08-01,2153.75
582,100291,3,2023-24,4665.41,1,2023-08-01,4805.37
582,100291,2,2024-25,708.85,1,2024-08-01,730.12
587,100293,2,2023-24,5317.48,1,2023-08-01,5477.0
587,100293,4,2024-25,1532.4,1,2024-08-01,1578.37
595,100297,2,2023-24,4599.36,1,2023-08-01,4737.34
595,100297,3,2024-25,744.47,1,2024-08-01,766.8
599,100299,4,2023-24,5407.3,0,2023-08-01,0.0
599,100299,3,2024-25,4283.07,1,2024-08-01,4411.56
601,100300,4,2023-24,5669.29,1,2023-08-01,5839.37
601,100300,3,2024-25,1289.48,1,2024-08-01,1328.16
602,100301,4,2023-24,4085.64,1,2023-08-01,4208.21
602,100301,2,2024-25,5161.93,1,2024-08-01,5316.79
610,100305,2,2023-24,2960.63,0,2023-08-01,0.0
610,100305,3,2024-25,2877.08,1,2024-08-01,2963.39
620,100310,3,2023-24,1629.88,1,2023-08-01,1678.78
620,100310,2,2024-25,4182.97,1,2024-08-01,4308.46
621,100310,4,2023-24,4237.87,0,2023-08-01,0.0
621,100310,4,2024-25,2211.66,0,2024-08-01,0.0
622,100311,2,2023-24,2522.65,1,2023-08-01,2598.33
622,100311,3,2024-25,1777.13,0,2024-08-01,0.0
624,100312,3,2023-24,5756.47,1,2023-08-01,5929.16
624,100312,3,2024-25,1361.59,0,2024-08-01,0.0
625,100312,3,2023-24,5482.74,0,2023-08-01,0.0
625,100312,2,2024-25,1957.14,1,2024-08-01,2015.85
630,100315,3,2023-24,3901.71,1,2023-08-01,4018.76
630,100315,2,2024-25,5753.09,0,2024-08-01,0.0
635,100317,3,2023-24,3183.34,1,2023-08-01,3278.84
635,100317,4,2024-25,5010.61,1,2024-08-01,5160.93
637,100318,3,2023-24,4982.55,1,2023-08-01,5132.03
637,100318,3,2024-25,5111.88,1,2024-08-01,5265.24
640,100320,2,2023-24,2125.25,1,2023-08-01,2189.01
640,100320,4,2024-25,979.29,0,2024-08-01,0.0
641,100320,4,2023-24,3225.95,1,2023-08-01,3322.73
641,100320,2,2024-25,4418.02,1,2024-08-01,4550.56
645,100322,4,2023-24,3592.29,1,2023-08-01,3700.06
645,100322,4,2024-25,4557.66,1,2024-08-01,4694.39
647,100323,4,2023-24,2979.64,1,2023-08-01,3069.03
647,100323,2,2024-25,4744.47,0,2024-08-01,0.0
649,100324,4,2023-24,2591.47,0,2023-08-01,0.0
649,100324,3,2024-25,4742.02,0,2024-08-01,0.0
655,100327,4,2023-24,1337.51,1,2023-08-01,1377.64
655,100327,3,2024-25,1072.17,1,2024-08-01,1104.34
658,100329,3,2023-24,2461.73,1,2023-08-01,2535.58
658,100329,3,2024-25,932.86,1,2024-08-01,960.85
660,100330,4,2023-24,5674.99,1,2023-08-01,5845.24
660,100330,3,2024-25,3249.55,1,2024-08-01,3347.04
663,100331,3,2023-24,3031.93,1,2023-08-01,3122.89
663,100331,2,2024-25,3873.64,1,2024-08-01,3989.85
667,100333,2,2023-24,4495.49,0,2023-08-01,0.0
667,100333,3,2024-25,1843.24,1,2024-08-01,1898.54
668,100334,2,2023-24,1474.81,1,2023-08-01,1519.05
668,100334,2,2024-25,4604.11,1,2024-08-01,4742.23
672,100336,4,2023-24,3183.99,0,2023-08-01,0.0
672,100336,3,2024-25,5303.1,1,2024-08-01,5462.19
679,100339,3,2023-24,4555.2,1,2023-08-01,4691.86
679,100339,2,2024-25,1524.87,0,2024-08-01,0.0
682,100341,3,2023-24,2433.75,1,2023-08-01,2506.76
682,100341,4,2024-25,1010.57,1,2024-08-01,1040.89
686,100343,4,2023-24,3028.97,1,2023-08-01,3119.84
686,100343,4,2024-25,5084.39,1,2024-08-01,5236.92
688,100344,3,2023-24,5827.96,1,2023-08-01,6002.8
688,100344,2,2024-25,5684.15,1,2024-08-01,5854.67
692,100346,4,2023-24,656.73,1,2023-08-01,676.43
692,100346,2,2024-25,3279.69,1,2024-08-01,3378.08
695,100347,3,2023-24,5453.95,1,2023-08-01,5617.57
695,100347,3,2024-25,1549.2,1,2024-08-01,1595.68
697,100348,3,2023-24,792.74,1,2023-08-01,816.52
697,100348,4,2024-25,4657.88,0,2024-08-01,0.0
702,100351,2,2023-24,5370.19,1,2023-08-01,5531.3
702,100351,2,2024-25,5997.61,1,2024-08-01,6177.54
705,100352,3,2023-24,1209.65,1,2023-08-01,1245.94
705,100352,2,2024-25,1535.22,1,2024-08-01,1581.28
708,100354,3,2023-24,4576.71,1,2023-08-01,4714.01
708,100354,2,2024-25,3119.7,1,2024-08-01,3213.29
711,100355,3,2023-24,2936.79,0,2023-08-01,0.0
711,100355,3,2024-25,2260.86,0,2024-08-01,0.0
725,100362,3,2023-24,2296.54,0,2023-08-01,0.0
725,100362,4,2024-25,3172.36,1,2024-08-01,3267.53
739,100369,3,2023-24,3825.65,1,2023-08-01,3940.42
739,100369,4,2024-25,3001.68,1,2024-08-01,3091.73
746,100373,4,2023-24,1647.33,1,2023-08-01,1696.75
746,100373,4,2024-25,3984.1,1,2024-08-01,4103.62
760,100380,4,2023-24,772.02,1,2023-08-01,795.18
760,100380,3,2024-25,5119.71,1,2024-08-01,5273.3
767,100383,4,2023-24,846.33,1,2023-08-01,871.72
767,100383,3,2024-25,4930.19,1,2024-08-01,5078.1
778,100389,4,2023-24,1522.23,1,2023-08-01,1567.9
778,100389,3,2024-25,1993.27,0,2024-08-01,0.0
779,100389,4,2023-24,4608.66,0,2023-08-01,0.0
779,100389,3,2024-25,5235.88,1,2024-08-01,5392.96
782,100391,2,2023-24,930.72,1,2023-08-01,958.64
782,100391,2,2024-25,3785.81,1,2024-08-01,3899.38
784,100392,3,2023-24,5259.03,1,2023-08-01,5416.8
784,100392,4,2024-25,3992.1,1,2024-08-01,4111.86
785,100392,2,2023-24,3900.56,1,2023-08-01,4017.58
785,100392,4,2024-25,4728.48,1,2024-08-01,4870.33
789,100394,2,2023-24,1669.13,1,2023-08-01,1719.2
789,100394,2,2024-25,5613.2,1,2024-08-01,5781.6
791,100395,4,2023-24,2101.95,1,2023-08-01,2165.01
791,100395,3,2024-25,3127.82,1,2024-08-01,3221.65
793,100396,2,2023-24,2671.37,1,2023-08-01,2751.51
793,100396,4,2024-25,2811.38,1,2024-08-01,2895.72
794,100397,4,2023-24,1112.09,1,2023-08-01,1145.45
794,100397,2,2024-25,4741.36,0,2024-08-01,0.0
795,100397,2,2023-24,3709.3,1,2023-08-01,3820.58
795,100397,2,2024-25,4241.56,0,2024-08-01,0.0
796,100398,3,2023-24,3340.94,1,2023-08-01,3441.17
796,100398,4,2024-25,2591.93,1,2024-08-01,2669.69
797,100398,2,2023-24,4692.13,1,2023-08-01,4832.89
797,100398,3,2024-25,5017.97,1,2024-08-01,5168.51
801,100400,2,2023-24,4394.78,1,2023-08-01,4526.62
801,100400,2,2024-25,4175.06,1,2024-08-01,4300.31
815,100407,3,2023-24,3758.68,1,2023-08-01,3871.44
815,100407,3,2024-25,2137.89,1,2024-08-01,2202.03
817,100408,3,2023-24,2059.3,1,2023-08-01,2121.08
817,100408,4,2024-25,758.28,1,2024-08-01,781.03
822,100411,3,2023-24,5038.12,0,2023-08-01,0.0
822,100411,4,2024-25,5711.0,1,2024-08-01,5882.33
825,100412,3,2023-24,4997.32,0,2023-08-01,0.0
825,100412,3,2024-25,949.91,0,2024-08-01,0.0
828,100414,2,2023-24,3323.89,1,2023-08-01,3423.61
828,100414,4,2024-25,5302.1,0,2024-08-01,0.0
830,100415,3,2023-24,5159.82,0,2023-08-01,0.0
830,100415,3,2024-25,2295.58,1,2024-08-01,2364.45
831,100415,4,2023-24,2142.14,1,2023-08-01,2206.4
831,100415,2,2024-25,5260.02,0,2024-08-01,0.0
832,100416,2,2023-24,4079.0,1,2023-08-01,4201.37
832,100416,2,2024-25,4743.28,1,2024-08-01,4885.58
835,100417,4,2023-24,3593.93,1,2023-08-01,3701.75
835,100417,3,2024-25,2285.68,1,2024-08-01,2354.25
843,100421,3,2023-24,2666.82,1,2023-08-01,2746.82
843,100421,3,2024-25,4213.4,1,2024-08-01,4339.8
854,100427,3,2023-24,904.5,1,2023-08-01,931.63
854,100427,4,2024-25,1239.06,0,2024-08-01,0.0
856,100428,4,2023-24,5596.57,1,2023-08-01,5764.47
856,100428,2,2024-25,4884.99,1,2024-08-01,5031.54
858,100429,3,2023-24,1378.97,1,2023-08-01,1420.34
858,100429,4,2024-25,5865.46,1,2024-08-01,6041.42
859,100429,4,2023-24,1580.13,1,2023-08-01,1627.53
859,100429,4,2024-25,3724.68,1,2024-08-01,3836.42
863,100431,4,2023-24,5061.11,1,2023-08-01,5212.94
863,100431,4,2024-25,2314.53,1,2024-08-01,2383.97
865,100432,3,2023-24,3257.58,1,2023-08-01,3355.31
865,100432,2,2024-25,2982.36,0,2024-08-01,0.0
866,100433,4,2023-24,3999.98,1,2023-08-01,4119.98
