TicketId,SeatId,GameId,CustomerId,SalesChannelId,PricePaid,Discount,SaleDate,Fees,IsRenewal,OrderId
110,4305,1001,2696,1,86.11,3.64,2023-09-25,6.03,0,500110
111,2045,1001,4518,1,125.63,0.0,2023-08-03,8.79,0,500111
112,2764,1001,4925,2,90.35,6.73,2023-09-02,6.32,0,500112
113,3773,1001,4874,1,97.48,0.0,2023-08-22,6.82,0,500113
114,1358,1001,1515,2,128.38,0.0,2023-08-06,8.99,1,500114
115,6074,1001,127,4,40.35,3.3,2023-07-17,2.82,0,500115
116,18,1001,1507,3,101.3,1.03,2023-08-14,7.09,0,500116
117,3028,1001,2059,4,96.09,0.0,2023-09-22,6.73,0,500117
118,5416,1001,4689,3,35.21,9.61,2023-08-04,2.46,1,500118
119,6278,1001,4476,1,40.1,7.67,2023-08-11,2.81,0,500119
120,6286,1001,1636,2,46.56,0.0,2023-07-31,3.26,1,500120
121,784,1001,4201,2,112.06,0.0,2023-09-18,7.84,1,500121
122,3418,1001,4215,4,90.2,0.0,2023-08-26,6.31,0,500122
123,2579,1001,4445,1,83.54,0.0,2023-09-01,5.85,1,500123
124,1119,1001,5423,2,76.52,0.0,2023-07-23,5.36,0,500124
125,133,1001,4584,4,110.01,12.38,2023-10-11,7.7,0,500125
126,3312,1001,3717,2,81.18,2.51,2023-09-26,5.68,0,500126
127,3050,1001,4875,3,84.79,0.0,2023-09-06,5.94,1,500127
128,1001,1001,5325,1,112.88,0.0,2023-08-04,7.9,0,500128
129,4173,1001,1773,2,77.17,0.78,2023-07-24,5.4,0,500129
130,5118,1001,5088,4,44.11,0.0,2023-09-08,3.09,0,500130
131,542,1001,4739,1,135.62,2.34,2023-09-15,9.49,0,500131
132,4289,1001,1668,1,68.42,1.21,2023-09-16,4.79,0,500132
133,2251,1001,2549,1,130.2,0.0,2023-07-21,9.11,0,500133
134,5497,1001,5653,4,58.1,0.0,2023-09-14,4.07,0,500134
135,443,1001,5530,4,130.93,3.25,2023-08-27,9.17,0,500135
136,2202,1001,1364,4,137.17,0.0,2023-08-28,9.6,0,500136
137,4116,1001,5232,1,100.21,2.49,2023-08-07,7.02,0,500137
138,17,1001,5944,3,142.53,0.0,2023-07-21,9.98,0,500138
139,5599,1001,706,2,37.12,0.0,2023-09-22,2.6,0,500139
140,4481,1001,5059,1,48.81,3.25,2023-08-22,3.42,0,500140
141,1002,1001,1395,2,146.06,0.0,2023-07-29,10.22,0,500141
142,6331,1001,5426,2,43.06,0.0,2023-08-07,3.01,0,500142
143,4813,1001,5086,1,41.75,11.99,2023-09-28,2.92,0,500143
144,5481,1001,410,3,52.14,0.0,2023-09-14,3.65,0,500144
145,1034,1001,948,2,101.24,0.0,2023-08-09,7.09,1,500145
146,720,1001,3589,1,141.0,0.0,2023-07-29,9.87,1,500146
147,3201,1001,100,3,95.79,3.5,2023-08-24,6.71,0,500147
148,4855,1001,2246,2,43.69,0.0,2023-08-15,3.06,0,500148
149,4933,1001,3251,4,46.57,1.56,2023-08-29,3.26,0,500149
150,304,1001,5680,1,116.4,5.47,2023-09-10,8.15,0,500150
151,531,1001,2080,3,102.44,4.48,2023-08-07,7.17,1,500151
152,822,1001,3448,2,124.08,12.17,2023-09-12,8.69,0,500152
153,1988,1001,5923,2,107.1,12.0,2023-09-16,7.5,0,500153
154,4284,1001,1374,3,72.33,0.0,2023-08-29,5.06,0,500154
155,3280,1001,3429,3,83.33,0.0,2023-08-08,5.83,0,500155
156,1217,1001,2213,4,127.63,0.0,2023-08-03,8.93,0,500156
157,2628,1001,479,4,87.77,0.0,2023-09-26,6.14,0,500157
158,3637,1001,438,1,86.97,3.52,2023-09-20,6.09,0,500158
159,413,1001,5061,2,90.9,0.0,2023-08-22,6.36,0,500159
160,5574,1001,1254,1,41.68,12.64,2023-08-31,2.92,0,500160
161,5985,1001,5174,4,46.8,2.47,2023-10-08,3.28,0,500161
162,1878,1001,5261,1,108.42,12.71,2023-07-29,7.59,0,500162
163,4541,1001,1238,2,35.09,0.0,2023-07-23,2.46,0,500163
164,4149,1001,98,1,111.0,0.0,2023-08-23,7.77,0,500164
165,5853,1001,3202,2,56.37,0.0,2023-09-05,3.95,1,500165
166,4310,1001,4183,2,89.51,0.0,2023-07-30,6.27,0,500166
167,794,1001,4103,2,122.66,0.0,2023-09-06,8.59,1,500167
168,683,1001,5850,3,118.13,0.0,2023-09-02,8.27,0,500168
169,3138,1001,5540,1,84.52,3.55,2023-09-03,5.92,0,500169
170,5640,1001,875,2,59.14,4.23,2023-09-15,4.14,1,500170
171,2615,1001,291,1,95.62,0.0,2023-09-06,6.69,0,500171
172,69,1001,3990,1,137.88,0.0,2023-10-04,9.65,0,500172
173,5223,1001,5576,1,38.04,0.0,2023-10-06,2.66,0,500173
174,3553,1001,956,2,99.75,0.0,2023-10-05,6.98,1,500174
175,5704,1001,2124,2,44.7,6.68,2023-10-07,3.13,1,500175
176,4321,1001,4136,3,64.72,4.99,2023-10-10,4.53,0,500176
177,4090,1001,1981,1,84.56,6.04,2023-08-06,5.92,0,500177
178,269,1001,3494,4,135.69,1.33,2023-09-21,9.5,0,500178
179,5909,1001,2450,1,46.11,3.34,2023-09-07,3.23,0,500179
180,4811,1001,5835,1,33.61,0.0,2023-09-14,2.35,0,500180
181,3686,1001,4810,2,85.51,13.18,2023-10-12,5.99,1,500181
182,2182,1001,247,2,144.82,4.62,2023-08-08,10.14,0,500182
183,3865,1001,2426,4,84.84,0.0,2023-09-05,5.94,0,500183
184,1338,1001,5034,4,94.05,0.95,2023-09-09,6.58,0,500184
185,1468,1001,5167,3,125.85,0.0,2023-09-15,8.81,1,500185
186,3841,1001,5470,3,67.63,0.0,2023-09-28,4.73,0,500186
187,3318,1001,4296,2,112.57,0.0,2023-08-21,7.88,0,500187
188,1790,1001,1980,1,122.29,12.6,2023-08-22,8.56,1,500188
189,1892,1001,4518,2,134.46,6.05,2023-09-02,9.41,0,500189
190,2842,1001,2840,2,97.3,0.57,2023-07-28,6.81,0,500190
191,3526,1001,3954,1,85.56,0.0,2023-09-25,5.99,0,500191
192,4350,1001,1547,3,75.03,12.9,2023-09-11,5.25,1,500192
193,5355,1001,687,2,57.16,2.54,2023-08-18,4.0,0,500193
194,3541,1001,3473,1,119.92,0.0,2023-09-12,8.39,0,500194
195,3932,1001,3314,1,83.71,0.0,2023-10-02,5.86,0,500195
196,1862,1001,2923,1,137.52,5.8,2023-07-28,9.63,0,500196
197,6162,1001,3069,1,41.31,0.0,2023-09-16,2.89,0,500197
198,414,1001,1770,2,144.75,1.12,2023-09-18,10.13,0,500198
199,1112,1001,217,2,129.72,0.0,2023-08-01,9.08,1,500199
200,734,1001,4698,1,126.47,0.0,2023-10-07,8.85,0,500200
201,1273,1001,509,4,98.56,5.2,2023-09-24,6.9,0,500201
202,1659,1001,4388,1,107.21,0.0,2023-08-29,7.5,1,500202
203,3999,1001,2727,2,109.47,11.91,2023-09-06,7.66,0,500203
204,1472,1001,216,2,112.09,0.0,2023-09-11,7.85,0,500204
205,4666,1001,3914,1,35.44,0.0,2023-08-28,2.48,0,500205
206,4577,1001,4604,4,39.96,6.42,2023-10-07,2.8,0,500206
207,1656,1001,2236,4,116.39,0.0,2023-09-30,8.15,0,500207
208,308,1001,3569,1,106.71,7.14,2023-08-31,7.47,0,500208
209,4189,1001,1734,3,90.23,11.68,2023-09-22,6.32,0,500209
210,4438,1001,331,1,66.98,0.0,2023-08-17,4.69,0,500210
211,4018,1001,5506,1,108.15,3.42,2023-09-26,7.57,0,500211
212,92,1001,2311,1,100.23,5.96,2023-08-14,7.02,0,500212
213,5889,1001,1803,1,49.33,0.0,2023-09-18,3.45,0,500213
214,1545,1001,4118,4,145.6,1.68,2023-09-30,10.19,0,500214
215,6200,1001,4852,2,46.56,9.72,2023-08-21,3.26,0,500215
216,6140,1001,1287,2,41.6,3.21,2023-08-22,2.91,0,500216
217,535,1001,3626,2,140.21,13.19,2023-10-04,9.81,0,500217
218,637,1001,4083,2,132.86,0.0,2023-10-13,9.3,0,500218
219,4247,1001,4124,2,70.53,10.66,2023-09-17,4.94,0,500219
220,3451,1001,2598,4,79.31,7.65,2023-07-24,5.55,0,500220
221,3053,1001,1381,4,79.73,11.68,2023-07-16,5.58,0,500221
222,3954,1001,823,3,72.42,14.28,2023-10-12,5.07,0,500222
223,2303,1001,3378,1,121.09,0.0,2023-10-11,8.48,0,500223
224,2753,1001,4481,2,97.77,12.62,2023-08-09,6.84,0,500224
225,1926,1001,738,2,114.64,0.0,2023-08-19,8.02,0,500225
226,5777,1001,1296,1,40.48,3.86,2023-10-10,2.83,0,500226
227,4910,1001,1528,3,42.26,0.0,2023-08-26,2.96,1,500227
228,5479,1001,4318,1,42.0,6.14,2023-09-24,2.94,0,500228
229,109,1001,3962,2,150.78,0.0,2023-08-29,10.55,0,500229
230,26,1001,4860,1,136.74,2.91,2023-08-11,9.57,0,500230
231,2803,1001,4697,2,80.59,4.69,2023-09-03,5.64,0,500231
232,3482,1001,2736,2,97.01,5.29,2023-07-24,6.79,0,500232
233,1822,1001,5691,4,138.12,0.0,2023-08-30,9.67,0,500233
234,2453,1001,3041,1,122.87,1.23,2023-07-19,8.6,0,500234
235,252,1001,1972,2,116.93,0.0,2023-10-13,8.19,1,500235
236,5378,1001,3155,1,44.2,1.49,2023-09-30,3.09,1,500236
237,5807,1001,675,1,54.97,0.0,2023-08-18,3.85,0,500237
238,1816,1001,2648,4,125.92,0.0,2023-09-15,8.81,0,500238
239,4490,1001,3513,2,46.69,13.33,2023-09-16,3.27,0,500239
240,5484,1001,1347,2,42.96,1.87,2023-08-21,3.01,0,500240
241,160,1001,5077,2,141.05,3.39,2023-10-07,9.87,1,500241
242,5815,1001,3422,2,33.97,3.91,2023-10-10,2.38,0,500242
243,1885,1001,4528,1,138.78,0.0,2023-10-03,9.71,0,500243
244,3822,1001,4398,4,85.73,3.32,2023-08-01,6.0,1,500244
245,3527,1001,733,4,65.36,0.01,2023-09-20,4.58,0,500245
246,998,1001,283,4,72.28,0.0,2023-10-05,5.06,1,500246
247,301,1001,4678,1,95.01,0.0,2023-09-03,6.65,0,500247
248,4050,1001,4611,3,73.33,3.04,2023-09-19,5.13,0,500248
249,1266,1001,4246,1,138.85,0.0,2023-09-20,9.72,0,500249
250,2076,1001,2691,4,150.73,0.0,2023-07-27,10.55,0,500250
251,2423,1001,219,1,156.96,4.6,2023-08-13,10.99,0,500251
252,6008,1001,2821,3,38.73,0.0,2023-08-25,2.71,0,500252
253,1481,1001,4989,4,131.91,6.46,2023-09-10,9.23,0,500253
254,1809,1001,4848,3,117.62,0.0,2023-08-26,8.23,0,500254
255,1663,1001,1830,1,93.25,7.46,2023-10-13,6.53,1,500255
256,6382,1001,4398,2,40.91,3.44,2023-09-12,2.86,0,500256
257,3551,1001,5359,1,95.27,1.67,2023-08-01,6.67,1,500257
258,4831,1001,3396,4,34.14,0.0,2023-07-23,2.39,0,500258
259,3462,1001,5292,3,83.13,0.0,2023-07-25,5.82,0,500259
260,5838,1001,1137,1,34.88,0.0,2023-08-19,2.44,1,500260
261,3091,1001,1418,2,100.08,0.0,2023-08-25,7.01,0,500261
262,3958,1001,5682,1,76.96,3.59,2023-08-19,5.39,0,500262
263,2438,1001,2292,1,125.23,0.0,2023-09-24,8.77,0,500263
264,138,1001,5896,4,140.73,0.0,2023-09-15,9.85,0,500264
265,1571,1001,4633,3,150.18,7.52,2023-10-08,10.51,0,500265
266,3255,1001,2262,2,102.21,1.23,2023-07-20,7.15,0,500266
267,2633,1001,4036,3,74.84,3.67,2023-08-26,5.24,0,500267
268,1369,1001,3038,2,158.12,10.92,2023-08-18,11.07,0,500268
269,3340,1001,2438,1,88.36,6.01,2023-09-26,6.19,0,500269
270,4862,1001,275,1,45.28,0.0,2023-09-02,3.17,0,500270
271,6131,1001,1526,1,45.31,3.35,2023-07-26,3.17,0,500271
272,1522,1001,52,1,71.81,0.0,2023-09-02,5.03,0,500272
273,324,1001,2159,2,123.78,0.0,2023-08-11,8.66,1,500273
274,5076,1001,3331,2,44.99,6.55,2023-09-26,3.15,1,500274
275,2158,1001,747,1,113.91,0.0,2023-10-10,7.97,0,500275
276,791,1001,1115,2,127.66,0.0,2023-07-27,8.94,0,500276
277,3111,1001,5227,1,69.25,2.19,2023-08-11,4.85,1,500277
278,4091,1001,2195,1,100.12,0.29,2023-10-10,7.01,0,500278
279,744,1001,577,2,133.77,0.0,2023-08-14,9.36,0,500279
280,2011,1001,938,1,101.27,1.86,2023-08-28,7.09,1,500280
281,829,1001,4807,3,116.66,0.0,2023-09-26,8.17,0,500281
282,5572,1001,5473,4,51.64,2.42,2023-08-10,3.61,0,500282
283,4652,1001,5354,1,41.4,0.0,2023-07-23,2.9,0,500283
284,5825,1001,5394,4,45.59,0.0,2023-09-17,3.19,0,500284
285,3708,1001,636,3,95.67,0.0,2023-10-08,6.7,0,500285
286,5822,1001,2066,3,47.69,0.0,2023-08-14,3.34,0,500286
287,3778,1001,4561,4,61.15,0.0,2023-08-17,4.28,0,500287
288,4901,1001,5377,1,55.35,0.73,2023-08-03,3.87,0,500288
289,3417,1001,3828,2,68.31,0.0,2023-09-09,4.78,0,500289
290,4391,1001,4552,1,79.08,0.0,2023-07-25,5.54,1,500290
291,5715,1001,1915,2,46.31,3.02,2023-09-20,3.24,0,500291
292,487,1001,1513,3,118.7,3.27,2023-09-07,8.31,1,500292
293,1246,1001,3895,1,139.6,0.06,2023-09-04,9.77,0,500293
294,1761,1001,3137,3,108.93,0.0,2023-10-08,7.63,0,500294
295,643,1001,5969,1,102.4,0.0,2023-10-12,7.17,1,500295
296,4492,1001,5064,1,50.05,0.0,2023-08-23,3.5,0,500296
297,5331,1001,2278,2,38.72,1.21,2023-07-18,2.71,0,500297
298,3483,1001,321,3,94.66,0.0,2023-09-29,6.63,0,500298
299,3172,1001,2664,3,103.87,3.1,2023-08-13,7.27,0,500299
300,460,1001,4105,2,134.05,3.08,2023-09-03,9.38,0,500300
301,814,1001,4736,3,145.99,0.0,2023-08-09,10.22,0,500301
302,4576,1001,1880,3,38.86,4.55,2023-09-23,2.72,1,500302
303,1056,1001,820,3,136.53,3.99,2023-08-01,9.56,0,500303
304,3295,1001,656,4,111.48,6.66,2023-09-18,7.8,0,500304
305,3261,1001,5836,3,70.87,0.0,2023-08-04,4.96,1,500305
306,588,1001,1533,2,114.09,3.45,2023-09-19,7.99,0,500306
307,1220,1001,2150,1,154.73,0.0,2023-09-04,10.83,0,500307
308,5011,1001,1536,2,43.17,0.0,2023-09-15,3.02,0,500308
309,4296,1001,2689,1,95.05,0.0,2023-08-02,6.65,1,500309
310,3175,1001,2048,2,69.95,0.0,2023-07-27,4.9,0,500310
311,3202,1001,1254,1,101.26,0.0,2023-08-23,7.09,0,500311
312,5087,1001,4029,4,50.45,2.57,2023-09-25,3.53,0,500312
313,3722,1001,4770,4,76.53,0.0,2023-09-26,5.36,1,500313
314,5763,1001,5868,1,46.4,0.0,2023-08-26,3.25,1,500314
315,1493,1001,1778,1,117.31,2.85,2023-08-16,8.21,1,500315
316,5214,1001,3664,1,39.1,14.1,2023-09-14,2.74,0,500316
317,337,1001,5868,3,158.01,0.0,2023-07-26,11.06,0,500317
318,505,1001,896,1,107.84,4.99,2023-09-14,7.55,0,500318
319,4642,1001,1661,1,41.84,0.0,2023-09-20,2.93,1,500319
320,3348,1001,377,4,73.46,0.0,2023-09-22,5.14,0,500320
321,4704,1001,1789,1,43.23,0.0,2023-08-18,3.03,0,500321
322,5560,1001,3628,1,51.22,0.0,2023-10-10,3.59,0,500322
323,1756,1001,3425,3,138.51,8.64,2023-08-02,9.7,0,500323
324,2540,1001,2138,3,125.63,0.91,2023-08-20,8.79,0,500324
325,3390,1001,2748,4,73.35,0.35,2023-08-28,5.13,1,500325
326,2317,1001,395,1,112.95,2.29,2023-09-12,7.91,0,500326
327,3854,1001,1166,2,97.23,0.0,2023-09-12,6.81,0,500327
328,5218,1001,491,1,40.26,8.04,2023-07-29,2.82,1,500328
329,6100,1001,5314,2,45.1,0.0,2023-09-16,3.16,1,500329
330,3691,1001,810,2,91.59,0.0,2023-08-04,6.41,0,500330
331,1543,1001,5874,1,122.24,1.13,2023-07-25,8.56,0,500331
332,208,1001,861,2,123.48,11.54,2023-07-27,8.64,0,500332
333,2350,1001,2686,2,113.54,8.47,2023-08-06,7.95,0,500333
334,4175,1001,125,1,54.15,0.0,2023-08-14,3.79,0,500334
335,3931,1001,1930,4,89.43,0.0,2023-07-22,6.26,1,500335
336,600,1001,1594,2,116.79,3.21,2023-10-05,8.18,0,500336
337,207,1001,4247,4,102.18,10.55,2023-08-21,7.15,0,500337
338,5816,1001,4822,1,43.18,0.0,2023-09-22,3.02,0,500338
339,6359,1001,2629,1,40.33,9.08,2023-08-23,2.82,1,500339
340,3576,1001,1133,2,59.79,0.0,2023-08-24,4.19,1,500340
341,2471,1001,1504,2,99.34,0.0,2023-08-14,6.95,1,500341
342,702,1001,2332,3,122.89,0.0,2023-10-04,8.6,0,500342
343,350,1001,5681,3,118.99,0.0,2023-09-16,8.33,0,500343
344,5231,1001,1540,1,35.07,0.0,2023-07-16,2.45,0,500344
345,3257,1001,2794,1,67.3,1.56,2023-07-18,4.71,0,500345
346,1324,1001,4471,3,92.81,0.0,2023-08-19,6.5,1,500346
347,3038,1001,2471,2,71.54,0.0,2023-10-07,5.01,0,500347
348,1079,1001,4721,1,124.76,1.5,2023-08-20,8.73,0,500348
349,3926,1001,5027,3,84.69,14.75,2023-07-30,5.93,0,500349
350,4340,1001,1275,2,101.29,0.0,2023-07-31,7.09,0,500350
351,4629,1001,4844,1,27.92,7.28,2023-09-17,1.95,0,500351
352,496,1001,3089,2,98.53,3.68,2023-08-18,6.9,0,500352
353,5170,1001,4789,2,52.96,0.0,2023-10-01,3.71,0,500353
354,199,1001,5152,2,116.06,3.81,2023-09-11,8.12,0,500354
355,3909,1001,1182,2,74.73,0.81,2023-10-10,5.23,1,500355
356,4093,1001,3073,4,75.54,0.0,2023-08-16,5.29,0,500356
357,607,1001,3317,2,101.14,8.35,2023-08-14,7.08,0,500357
358,3051,1001,5034,1,107.51,0.0,2023-09-22,7.53,0,500358
359,4406,1001,5946,2,91.7,11.86,2023-07-19,6.42,0,500359
360,1,1001,3060,1,152.13,0.0,2023-07-27,10.65,1,500360
361,3713,1001,2278,1,75.65,2.55,2023-09-29,5.3,0,500361
362,1108,1001,3756,1,82.92,0.0,2023-07-19,5.8,0,500362
363,3575,1001,4949,1,68.7,0.0,2023-08-27,4.81,1,500363
364,3960,1001,2720,1,89.63,1.2,2023-08-10,6.27,0,500364
365,2341,1001,2608,2,133.66,0.0,2023-09-08,9.36,1,500365
366,2444,1001,1843,2,137.22,6.83,2023-07-16,9.61,0,500366
367,3903,1001,389,4,87.12,0.0,2023-10-03,6.1,0,500367
368,2518,1001,4147,1,127.88,0.0,2023-07-28,8.95,0,500368
369,6119,1001,5602,3,49.53,7.44,2023-08-04,3.47,0,500369
370,1238,1001,1319,1,114.67,4.33,2023-08-28,8.03,1,500370
371,366,1001,2836,3,115.56,0.17,2023-07-21,8.09,0,500371
372,5518,1001,2951,3,44.96,0.16,2023-08-15,3.15,0,500372
373,961,1001,5258,3,123.4,0.0,2023-07-22,8.64,1,500373
374,5135,1001,3397,1,45.32,2.8,2023-08-18,3.17,1,500374
375,963,1001,5929,4,119.22,1.45,2023-08-15,8.35,0,500375
376,4509,1001,4108,1,31.74,1.92,2023-09-23,2.22,0,500376
377,2318,1001,5633,1,91.17,2.37,2023-08-20,6.38,0,500377
378,6193,1001,4720,2,42.19,0.0,2023-09-17,2.95,0,500378
